<TICKER>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,Signal HA
USDJPY,20010104,92100,114.61,114.61,114.59,114.61,4,0.0
USDJPY,20010104,92200,114.61,114.61,114.59,114.61,4,0.0
USDJPY,20010104,92300,114.61,114.61,114.6,114.6,4,0.0
USDJPY,20010104,92400,114.61,114.61,114.59,114.6,4,0.0
USDJPY,20010104,92500,114.61,114.61,114.61,114.61,4,1.0
USDJPY,20010104,92600,114.62,114.62,114.6,114.6,4,0.0
USDJPY,20010104,92700,114.61,114.61,114.6,114.6,4,0.0
USDJPY,20010104,92800,114.59,114.59,114.56,114.56,4,-1.0
USDJPY,20010104,92900,114.54,114.54,114.51,114.51,4,-1.0
USDJPY,20010104,93000,114.51,114.51,114.49,114.49,4,-1.0
USDJPY,20010104,93100,114.48,114.5,114.48,114.5,4,-1.0
USDJPY,20010104,93200,114.5,114.5,114.46,114.46,4,-1.0
USDJPY,20010104,93300,114.45,114.47,114.42,114.42,4,-1.0
USDJPY,20010104,93400,114.43,114.43,114.39,114.39,4,-1.0
USDJPY,20010104,93500,114.4,114.4,114.36,114.36,4,-1.0
USDJPY,20010104,93600,114.37,114.37,114.28,114.28,4,-1.0
USDJPY,20010104,93700,114.3,114.31,114.29,114.3,4,-1.0
USDJPY,20010104,93800,114.31,114.32,114.31,114.32,4,-1.0
USDJPY,20010104,93900,114.32,114.33,114.31,114.31,4,0.0
USDJPY,20010104,94000,114.31,114.31,114.31,114.31,4,-1.0
USDJPY,20010104,94100,114.3,114.31,114.29,114.31,4,-1.0
USDJPY,20010104,94200,114.32,114.33,114.3,114.33,4,0.0
USDJPY,20010104,94300,114.32,114.33,114.31,114.33,4,0.0
USDJPY,20010104,94400,114.33,114.33,114.31,114.31,4,0.0
USDJPY,20010104,94500,114.31,114.33,114.31,114.32,4,0.0
USDJPY,20010104,94600,114.33,114.33,114.31,114.31,4,0.0
USDJPY,20010104,94700,114.31,114.32,114.31,114.31,4,0.0
USDJPY,20010104,94800,114.31,114.33,114.31,114.32,4,0.0
USDJPY,20010104,94900,114.33,114.33,114.29,114.29,4,0.0
USDJPY,20010104,95000,114.3,114.31,114.29,114.3,4,-1.0
USDJPY,20010104,95100,114.31,114.31,114.26,114.26,4,0.0
USDJPY,20010104,95200,114.26,114.26,114.26,114.26,4,-1.0
