<TICKER>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,26 ema,12 ema,MACD,Signal Line,Signal Line Crossover,Centerline Crossover,Signal MACD
USDJPY,20010103,20500,114.44,114.44,114.44,114.44,4,114.43922811970278,114.43960222127248,0.00037410156970452135,0.0008720765905968954,-1,1,0
USDJPY,20010103,20600,114.44,114.44,114.44,114.44,4,114.43928529602108,114.43966341799978,0.0003781219786986867,0.0007732856682172537,-1,1,0
USDJPY,20010103,20700,114.44,114.44,114.44,114.44,4,114.43933823705656,114.43971519984596,0.00037696278940302363,0.0006940210924544078,-1,1,0
USDJPY,20010103,20800,114.44,114.44,114.44,114.44,4,114.43938725653385,114.43975901525427,0.0003717587204192796,0.0006295686180473822,-1,1,0
USDJPY,20010103,20900,114.44,114.44,114.44,114.44,4,114.43943264493875,114.43979608983054,0.0003634448917892996,0.0005763438727957657,-1,1,0
USDJPY,20010103,21000,114.44,114.44,114.44,114.44,4,114.43947467123958,114.43982746062584,0.00035278938625538103,0.0005316329754876888,-1,1,0
USDJPY,20010103,21100,114.44,114.44,114.44,114.44,4,114.43951358448109,114.43985400514494,0.0003404206638464302,0.000493390513159437,-1,1,0
USDJPY,20010103,21200,114.44,114.44,114.44,114.44,4,114.43954961526026,114.43987646589187,0.000326850631608977,0.00046008253684934504,-1,1,0
USDJPY,20010103,21400,114.44,114.44,114.44,114.44,4,114.43958297709284,114.43989547113927,0.0003124940464260817,0.0004305648387646924,-1,1,0
USDJPY,20010103,21500,114.44,114.44,114.44,114.44,4,114.43961386767856,114.43991155250245,0.00029768482389158635,0.00040398883579007125,-1,1,0
USDJPY,20010103,21600,114.44,114.44,114.44,114.44,4,114.43964247007274,114.43992515980976,0.0002826897370198367,0.0003797290160360244,-1,1,0
USDJPY,20010103,21700,114.44,114.44,114.44,114.44,4,114.43966895377106,114.43993667368518,0.0002677199141203346,0.0003573271956528864,-1,1,0
USDJPY,20010103,21800,114.44,114.44,114.44,114.44,4,114.43969347571395,114.43994641619516,0.0002529404812037228,0.0003364498527630537,-1,1,0
USDJPY,20010103,22000,114.44,114.44,114.44,114.44,4,114.43971618121662,114.43995465985743,0.0002384786408100581,0.0003168556103724546,-1,1,0
USDJPY,20010103,22200,114.44,114.44,114.44,114.44,4,114.43973720483021,114.43996163526398,0.0002244304337750691,0.0002983705750529775,-1,1,0
USDJPY,20010103,22300,114.44,114.45,114.44,114.44,4,114.43975667113908,114.43996753753106,0.00021086639198131252,0.00028086973843864454,-1,1,0
USDJPY,20010103,22400,114.44,114.45,114.44,114.44,4,114.43977469549915,114.43997253175705,0.00019783625789671078,0.0002642630423302578,-1,1,0
USDJPY,20010103,22500,114.44,114.44,114.44,114.44,4,114.43979138472143,114.43997675764058,0.00018537291914810794,0.00024848501769382785,-1,1,0
USDJPY,20010103,22700,114.44,114.44,114.44,114.44,4,114.43980683770504,114.43998033338818,0.00017349568314273256,0.00023348715078360882,-1,1,0
USDJPY,20010103,22800,114.44,114.45,114.44,114.45,4,114.44056188676392,114.44152182055922,0.0009599337953005715,0.00037877647968700143,1,1,1
USDJPY,20010103,22900,114.45,114.45,114.45,114.45,4,114.44126100626288,114.4428261558578,0.0015651495949242644,0.000616051102734454,1,1,0
USDJPY,20010103,23000,114.45,114.45,114.44,114.44,4,114.44116759839156,114.4423913626489,0.0012237642573467156,0.0007375937336569064,1,1,0
USDJPY,20010103,23100,114.44,114.44,114.44,114.44,4,114.44108110962182,114.44202346070291,0.0009423510810933067,0.0007785452031441864,1,1,0
USDJPY,20010103,23200,114.44,114.44,114.44,114.44,4,114.4410010274276,114.44171215905631,0.000711131628705175,0.0007650624882563842,-1,1,-1
