<TICKER>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,RSI,Signal RSI
EURJPY,20010102,234500,108.78,108.78,108.78,108.78,4,41.64689870926288,0.0
EURJPY,20010102,234600,108.79,108.79,108.79,108.79,4,49.82431279873603,0.0
EURJPY,20010102,234700,108.8,108.8,108.8,108.8,4,56.40371208251963,0.0
EURJPY,20010102,234800,108.79,108.79,108.79,108.79,4,49.42431009035471,0.0
EURJPY,20010102,234900,108.78,108.79,108.78,108.79,4,49.42431009035471,0.0
EURJPY,20010102,235100,108.79,108.79,108.77,108.77,4,38.40217536916329,0.0
EURJPY,20010102,235200,108.77,108.78,108.77,108.78,4,45.00599408844029,0.0
EURJPY,20010102,235300,108.78,108.79,108.78,108.79,4,50.698160342295246,0.0
EURJPY,20010102,235400,108.79,108.79,108.78,108.78,4,45.61372800563893,0.0
EURJPY,20010102,235500,108.78,108.79,108.78,108.79,4,50.91504035392182,0.0
EURJPY,20010102,235600,108.8,108.8,108.8,108.8,4,55.57814805817717,0.0
EURJPY,20010102,235700,108.8,108.81,108.8,108.81,4,59.701070811206996,0.0
EURJPY,20010102,235800,108.81,108.81,108.81,108.81,4,59.701070811206996,0.0
EURJPY,20010102,235900,108.81,108.81,108.81,108.81,4,59.70107081120699,0.0
EURJPY,20010103,0,108.81,108.81,108.81,108.81,4,59.70107081120699,0.0
EURJPY,20010103,300,108.79,108.79,108.79,108.79,4,47.77322916873664,0.0
EURJPY,20010103,400,108.79,108.8,108.79,108.8,4,52.84608149727867,0.0
EURJPY,20010103,500,108.81,108.81,108.81,108.81,4,57.31142978138206,0.0
EURJPY,20010103,600,108.81,108.81,108.81,108.81,4,57.31142978138206,0.0
EURJPY,20010103,700,108.81,108.81,108.81,108.81,4,57.31142978138206,0.0
EURJPY,20010103,800,108.81,108.81,108.8,108.8,4,51.24987030941065,0.0
EURJPY,20010103,900,108.81,108.81,108.81,108.81,4,56.23477620632684,0.0
EURJPY,20010103,1000,108.81,108.81,108.81,108.81,4,56.23477620632684,0.0
EURJPY,20010103,1100,108.81,108.81,108.81,108.81,4,56.23477620632684,0.0
EURJPY,20010103,1200,108.81,108.81,108.8,108.8,4,49.866210876098556,0.0
EURJPY,20010103,1300,108.8,108.81,108.8,108.81,4,55.31592915516688,0.0
EURJPY,20010103,1400,108.81,108.82,108.81,108.82,4,59.99869426194205,0.0
EURJPY,20010103,1500,108.82,108.82,108.82,108.82,4,59.99869426194205,0.0
EURJPY,20010103,1600,108.82,108.82,108.82,108.82,4,59.99869426194205,0.0
EURJPY,20010103,1700,108.81,108.81,108.8,108.8,4,47.55089938000956,0.0
EURJPY,20010103,1800,108.8,108.8,108.8,108.8,4,47.55089938000956,0.0
EURJPY,20010103,1900,108.8,108.8,108.78,108.78,4,38.328536138582216,0.0
EURJPY,20010103,2000,108.77,108.77,108.74,108.75,4,29.184920764966435,0.0
EURJPY,20010103,2100,108.76,108.76,108.76,108.76,4,34.770914388347535,1.0
EURJPY,20010103,2200,108.76,108.76,108.76,108.76,4,34.770914388347535,0.0
EURJPY,20010103,2300,108.77,108.77,108.77,108.77,4,40.23815345712624,0.0
EURJPY,20010103,2400,108.78,108.78,108.78,108.78,4,45.18586135265433,0.0
EURJPY,20010103,2500,108.78,108.8,108.78,108.8,4,53.48102340180519,0.0
EURJPY,20010103,2600,108.8,108.81,108.8,108.81,4,56.986087135487615,0.0
EURJPY,20010103,2700,108.81,108.81,108.8,108.81,4,56.986087135487615,0.0
EURJPY,20010103,2800,108.81,108.82,108.81,108.82,4,60.442780759278676,0.0
EURJPY,20010103,2900,108.82,108.82,108.81,108.81,4,55.62847391692875,0.0
EURJPY,20010103,3000,108.81,108.82,108.81,108.82,4,59.13387318805003,0.0
EURJPY,20010103,3100,108.82,108.84,108.82,108.84,4,65.07634925919196,0.0
EURJPY,20010103,3200,108.83,108.83,108.83,108.83,4,60.350907085278585,0.0
EURJPY,20010103,3300,108.83,108.83,108.81,108.81,4,52.18865416113592,0.0
EURJPY,20010103,3400,108.81,108.81,108.81,108.81,4,52.18865416113592,0.0
EURJPY,20010103,3500,108.81,108.81,108.81,108.81,4,52.18865416113592,0.0
EURJPY,20010103,3600,108.81,108.81,108.81,108.81,4,52.18865416113591,0.0
EURJPY,20010103,3700,108.81,108.81,108.8,108.8,4,47.8375092882446,0.0
EURJPY,20010103,3800,108.8,108.81,108.8,108.81,4,52.135138437131516,0.0
EURJPY,20010103,3900,108.82,108.82,108.81,108.81,4,52.135138437131516,0.0
EURJPY,20010103,4000,108.81,108.81,108.81,108.81,4,52.135138437131516,0.0
EURJPY,20010103,4100,108.82,108.82,108.82,108.82,4,56.600991913648336,0.0
EURJPY,20010103,4200,108.82,108.83,108.82,108.82,4,56.600991913648336,0.0
EURJPY,20010103,4300,108.82,108.82,108.82,108.82,4,56.600991913648336,0.0
EURJPY,20010103,4400,108.81,108.81,108.76,108.76,4,33.310643490174996,0.0
EURJPY,20010103,4500,108.76,108.76,108.76,108.76,4,33.310643490174996,0.0
EURJPY,20010103,4600,108.76,108.76,108.76,108.76,4,33.31064349017498,0.0
EURJPY,20010103,4700,108.76,108.76,108.73,108.73,4,26.500826798263276,0.0
EURJPY,20010103,4800,108.72,108.72,108.72,108.72,4,24.688989705550753,0.0
EURJPY,20010103,4900,108.71,108.71,108.7,108.7,4,21.520026455869072,0.0
EURJPY,20010103,5000,108.7,108.71,108.7,108.71,4,26.59347475133079,0.0
EURJPY,20010103,5100,108.71,108.71,108.71,108.71,4,26.59347475133079,0.0
EURJPY,20010103,5200,108.71,108.72,108.71,108.72,4,31.713242375328562,1.0
EURJPY,20010103,5300,108.72,108.72,108.71,108.71,4,29.497660332714318,0.0
EURJPY,20010103,5400,108.7,108.7,108.68,108.68,4,24.065750648071457,0.0
EURJPY,20010103,5500,108.68,108.69,108.68,108.69,4,28.7740762548042,0.0
EURJPY,20010103,5600,108.69,108.7,108.68,108.7,4,33.23247344341644,1.0
EURJPY,20010103,5700,108.71,108.71,108.7,108.7,4,33.23247344341644,0.0
EURJPY,20010103,5800,108.7,108.7,108.7,108.7,4,33.23247344341644,0.0
EURJPY,20010103,5900,108.7,108.7,108.7,108.7,4,33.23247344341644,0.0
EURJPY,20010103,10000,108.7,108.7,108.7,108.7,4,33.23247344341644,0.0
EURJPY,20010103,10100,108.7,108.7,108.7,108.7,4,33.23247344341644,0.0
EURJPY,20010103,10200,108.7,108.7,108.7,108.7,4,33.23247344341644,0.0
EURJPY,20010103,10300,108.7,108.7,108.69,108.69,4,30.070395376656535,0.0
EURJPY,20010103,10400,108.69,108.69,108.69,108.69,4,30.070395376656535,0.0
EURJPY,20010103,10500,108.69,108.69,108.69,108.69,4,30.070395376656535,0.0
EURJPY,20010103,10600,108.69,108.69,108.69,108.69,4,30.07039537665655,0.0
EURJPY,20010103,10700,108.69,108.69,108.69,108.69,4,30.07039537665655,0.0
EURJPY,20010103,10800,108.7,108.72,108.7,108.72,4,50.526643035893834,0.0
EURJPY,20010103,10900,108.72,108.72,108.72,108.72,4,50.526643035893834,0.0
EURJPY,20010103,11000,108.72,108.74,108.72,108.74,4,59.65225975274324,0.0
EURJPY,20010103,11100,108.74,108.74,108.74,108.74,4,59.65225975274324,0.0
EURJPY,20010103,11200,108.74,108.74,108.74,108.74,4,59.65225975274324,0.0
EURJPY,20010103,11300,108.74,108.75,108.74,108.75,4,63.81985213931416,0.0
EURJPY,20010103,11400,108.75,108.75,108.75,108.75,4,63.819852139314165,0.0
EURJPY,20010103,11500,108.75,108.75,108.75,108.75,4,63.81985213931416,0.0
EURJPY,20010103,11600,108.75,108.75,108.75,108.75,4,63.819852139314165,0.0
EURJPY,20010103,11700,108.75,108.75,108.73,108.73,4,49.94253954689764,0.0
EURJPY,20010103,11800,108.74,108.75,108.74,108.75,4,59.44043791498647,0.0
EURJPY,20010103,11900,108.74,108.76,108.74,108.76,4,63.20018811832108,0.0
EURJPY,20010103,12000,108.76,108.76,108.76,108.76,4,63.20018811832108,0.0
EURJPY,20010103,12100,108.76,108.76,108.76,108.76,4,63.20018811832108,0.0
EURJPY,20010103,12200,108.76,108.78,108.76,108.78,4,70.1191731472818,0.0
EURJPY,20010103,12300,108.78,108.78,108.78,108.78,4,70.1191731472818,0.0
EURJPY,20010103,12400,108.78,108.79,108.78,108.79,4,73.0567311345117,0.0
EURJPY,20010103,12500,108.79,108.81,108.79,108.81,4,77.76486038734957,0.0
EURJPY,20010103,12600,108.82,108.82,108.81,108.81,4,77.76486038734957,0.0
EURJPY,20010103,12700,108.82,108.82,108.82,108.82,4,79.81064500002685,0.0
EURJPY,20010103,12800,108.81,108.81,108.81,108.81,4,72.61558272430307,0.0
EURJPY,20010103,12900,108.81,108.81,108.81,108.81,4,72.61558272430307,0.0
EURJPY,20010103,13000,108.81,108.81,108.81,108.81,4,72.61558272430308,0.0
EURJPY,20010103,13100,108.82,108.83,108.82,108.83,4,77.64892248474811,0.0
EURJPY,20010103,13200,108.83,108.83,108.82,108.82,4,70.65603275837792,0.0
EURJPY,20010103,13300,108.82,108.83,108.82,108.83,4,73.25035518200563,0.0
EURJPY,20010103,13400,108.83,108.83,108.83,108.83,4,73.25035518200563,0.0
EURJPY,20010103,13500,108.83,108.83,108.83,108.83,4,73.25035518200563,0.0
EURJPY,20010103,13600,108.83,108.83,108.83,108.83,4,73.25035518200563,0.0
EURJPY,20010103,13700,108.83,108.83,108.83,108.83,4,73.25035518200563,0.0
EURJPY,20010103,13800,108.83,108.83,108.83,108.83,4,73.25035518200563,0.0
EURJPY,20010103,13900,108.82,108.82,108.82,108.82,4,64.37240047647731,-1.0
EURJPY,20010103,14000,108.82,108.82,108.81,108.81,4,56.9403597605643,0.0
EURJPY,20010103,14100,108.81,108.81,108.81,108.81,4,56.9403597605643,0.0
EURJPY,20010103,14200,108.81,108.82,108.81,108.82,4,62.025157927195295,0.0
EURJPY,20010103,14300,108.82,108.82,108.82,108.82,4,62.025157927195295,0.0
EURJPY,20010103,14400,108.82,108.82,108.82,108.82,4,62.025157927195295,0.0
EURJPY,20010103,14500,108.82,108.82,108.82,108.82,4,62.025157927195295,0.0
EURJPY,20010103,14600,108.82,108.82,108.81,108.81,4,53.523788289328046,0.0
EURJPY,20010103,14700,108.81,108.81,108.81,108.81,4,53.523788289328046,0.0
EURJPY,20010103,14800,108.81,108.81,108.81,108.81,4,53.523788289328046,0.0
EURJPY,20010103,14900,108.81,108.81,108.81,108.81,4,53.523788289328046,0.0
EURJPY,20010103,15000,108.81,108.81,108.81,108.81,4,53.523788289328046,0.0
EURJPY,20010103,15100,108.8,108.8,108.79,108.79,4,38.311273286704555,0.0
EURJPY,20010103,15200,108.8,108.81,108.8,108.81,4,52.76813312396075,0.0
EURJPY,20010103,15300,108.81,108.81,108.81,108.81,4,52.76813312396075,0.0
EURJPY,20010103,15400,108.81,108.82,108.81,108.82,4,58.41885554031826,0.0
EURJPY,20010103,15500,108.82,108.82,108.81,108.81,4,51.7511889231067,0.0
EURJPY,20010103,15600,108.81,108.81,108.8,108.8,4,46.086463091457844,0.0
EURJPY,20010103,15700,108.8,108.8,108.8,108.8,4,46.08646309145785,0.0
EURJPY,20010103,15800,108.8,108.8,108.8,108.8,4,46.086463091457844,0.0
EURJPY,20010103,15900,108.8,108.8,108.8,108.8,4,46.086463091457844,0.0
EURJPY,20010103,20000,108.8,108.8,108.77,108.77,4,31.966949253872727,0.0
EURJPY,20010103,20100,108.77,108.77,108.76,108.76,4,28.799598067681274,0.0
EURJPY,20010103,20200,108.76,108.76,108.76,108.76,4,28.799598067681274,0.0
EURJPY,20010103,20300,108.76,108.76,108.74,108.74,4,23.417668157605164,0.0
EURJPY,20010103,20400,108.75,108.75,108.75,108.75,4,30.41923878692492,1.0
EURJPY,20010103,20500,108.75,108.75,108.75,108.75,4,30.419238786924936,0.0
EURJPY,20010103,20600,108.76,108.76,108.76,108.76,4,37.089729828312024,0.0
EURJPY,20010103,20700,108.75,108.75,108.73,108.74,4,30.742036430929332,0.0
EURJPY,20010103,20800,108.73,108.73,108.73,108.73,4,28.148063271509784,0.0
EURJPY,20010103,20900,108.74,108.74,108.74,108.74,4,34.13332654904828,1.0
EURJPY,20010103,21000,108.73,108.73,108.73,108.73,4,31.32337985940346,0.0
EURJPY,20010103,21100,108.73,108.73,108.73,108.73,4,31.32337985940346,0.0
EURJPY,20010103,21200,108.73,108.73,108.73,108.73,4,31.32337985940346,0.0
EURJPY,20010103,21300,108.73,108.73,108.73,108.73,4,31.32337985940346,0.0
EURJPY,20010103,21400,108.73,108.73,108.73,108.73,4,31.32337985940346,0.0
EURJPY,20010103,21500,108.73,108.77,108.73,108.77,4,53.502090713283266,0.0
EURJPY,20010103,21600,108.78,108.78,108.78,108.78,4,57.22152882707574,0.0
EURJPY,20010103,21700,108.78,108.78,108.78,108.78,4,57.22152882707574,0.0
EURJPY,20010103,21800,108.78,108.78,108.78,108.78,4,57.22152882707574,0.0
EURJPY,20010103,21900,108.78,108.78,108.78,108.78,4,57.22152882707574,0.0
EURJPY,20010103,22000,108.78,108.78,108.78,108.78,4,57.22152882707574,0.0
EURJPY,20010103,22100,108.78,108.78,108.78,108.78,4,57.22152882707574,0.0
EURJPY,20010103,22200,108.78,108.81,108.78,108.81,4,68.87358109501317,0.0
EURJPY,20010103,22300,108.82,108.84,108.82,108.84,4,75.9331866689582,0.0
EURJPY,20010103,22400,108.84,108.84,108.84,108.84,4,75.9331866689582,0.0
EURJPY,20010103,22500,108.84,108.84,108.83,108.83,4,69.81207972382008,-1.0
EURJPY,20010103,22600,108.83,108.83,108.83,108.83,4,69.81207972382008,0.0
EURJPY,20010103,22700,108.83,108.83,108.82,108.82,4,63.8433316295091,0.0
EURJPY,20010103,22800,108.82,108.82,108.81,108.81,4,58.46062384947595,0.0
EURJPY,20010103,22900,108.82,108.82,108.82,108.82,4,61.91831428580993,0.0
EURJPY,20010103,23000,108.82,108.82,108.82,108.82,4,61.91831428580993,0.0
EURJPY,20010103,23100,108.81,108.81,108.8,108.8,4,51.89810095562957,0.0
EURJPY,20010103,23200,108.79,108.79,108.78,108.78,4,44.19575404954069,0.0
EURJPY,20010103,23300,108.78,108.78,108.78,108.78,4,44.19575404954068,0.0
EURJPY,20010103,23400,108.79,108.79,108.75,108.75,4,35.126573933284874,0.0
EURJPY,20010103,23500,108.76,108.76,108.76,108.76,4,39.57749253340322,0.0
EURJPY,20010103,23600,108.77,108.79,108.77,108.79,4,50.54068116253405,0.0
EURJPY,20010103,23700,108.79,108.81,108.79,108.81,4,56.24099776642253,0.0
EURJPY,20010103,23800,108.81,108.81,108.81,108.81,4,56.24099776642253,0.0
EURJPY,20010103,23900,108.82,108.82,108.82,108.82,4,58.98232723043158,0.0
EURJPY,20010103,24000,108.82,108.83,108.82,108.83,4,61.57469061857406,0.0
EURJPY,20010103,24100,108.82,108.82,108.82,108.82,4,57.65081698413294,0.0
EURJPY,20010103,24200,108.82,108.82,108.8,108.8,4,50.692965544836845,0.0
EURJPY,20010103,24300,108.81,108.81,108.8,108.8,4,50.692965544836845,0.0
EURJPY,20010103,24400,108.79,108.81,108.79,108.81,4,53.91804176167532,0.0
EURJPY,20010103,24500,108.81,108.84,108.81,108.84,4,61.9571837204887,0.0
EURJPY,20010103,24600,108.84,108.85,108.84,108.85,4,64.19918139343744,0.0
EURJPY,20010103,24700,108.85,108.86,108.85,108.86,4,66.3357466758456,0.0
EURJPY,20010103,24800,108.86,108.86,108.84,108.84,4,58.78015289539552,0.0
EURJPY,20010103,24900,108.85,108.87,108.85,108.86,4,63.283791094533555,0.0
EURJPY,20010103,25000,108.87,108.87,108.87,108.87,4,65.32384986956579,0.0
EURJPY,20010103,25100,108.86,108.86,108.86,108.86,4,61.635753660164234,0.0
EURJPY,20010103,25200,108.86,108.86,108.86,108.86,4,61.635753660164234,0.0
EURJPY,20010103,25300,108.86,108.86,108.86,108.86,4,61.635753660164234,0.0
EURJPY,20010103,25400,108.86,108.86,108.86,108.86,4,61.635753660164234,0.0
EURJPY,20010103,25500,108.86,108.86,108.86,108.86,4,61.635753660164234,0.0
EURJPY,20010103,25600,108.86,108.87,108.86,108.87,4,64.53604146879402,0.0
EURJPY,20010103,25700,108.87,108.87,108.86,108.86,4,59.67746051298102,0.0
EURJPY,20010103,25800,108.86,108.87,108.86,108.87,4,62.701472385914904,0.0
EURJPY,20010103,25900,108.86,108.86,108.86,108.86,4,58.01585326328851,0.0
EURJPY,20010103,30000,108.86,108.87,108.86,108.87,4,61.14296624299947,0.0
EURJPY,20010103,30100,108.87,108.88,108.87,108.88,4,64.02834815974967,0.0
EURJPY,20010103,30200,108.88,108.88,108.88,108.88,4,64.02834815974967,0.0
EURJPY,20010103,30300,108.88,108.88,108.88,108.88,4,64.02834815974967,0.0
EURJPY,20010103,30400,108.88,108.88,108.88,108.88,4,64.02834815974967,0.0
EURJPY,20010103,30500,108.88,108.88,108.88,108.88,4,64.02834815974967,0.0
EURJPY,20010103,30600,108.88,108.88,108.87,108.88,4,64.02834815974967,0.0
EURJPY,20010103,30700,108.88,108.88,108.87,108.87,4,57.38152880053775,0.0
EURJPY,20010103,30800,108.87,108.87,108.87,108.87,4,57.38152880053775,0.0
EURJPY,20010103,30900,108.87,108.87,108.87,108.87,4,57.38152880053775,0.0
EURJPY,20010103,31000,108.87,108.87,108.87,108.87,4,57.38152880053775,0.0
EURJPY,20010103,31100,108.87,108.87,108.86,108.86,4,50.35099402755029,0.0
EURJPY,20010103,31200,108.86,108.86,108.86,108.86,4,50.35099402755029,0.0
EURJPY,20010103,31300,108.86,108.86,108.86,108.86,4,50.35099402755029,0.0
EURJPY,20010103,31400,108.87,108.87,108.87,108.87,4,56.940321333665004,0.0
EURJPY,20010103,31500,108.87,108.87,108.87,108.87,4,56.940321333665004,0.0
EURJPY,20010103,31600,108.87,108.87,108.87,108.87,4,56.940321333665004,0.0
EURJPY,20010103,31700,108.87,108.87,108.87,108.87,4,56.940321333665004,0.0
EURJPY,20010103,31800,108.87,108.87,108.86,108.86,4,48.315405176925175,0.0
EURJPY,20010103,31900,108.86,108.87,108.86,108.87,4,55.56401126749384,0.0
EURJPY,20010103,32000,108.87,108.87,108.87,108.87,4,55.56401126749384,0.0
EURJPY,20010103,32100,108.87,108.87,108.87,108.87,4,55.56401126749383,0.0
EURJPY,20010103,32200,108.87,108.87,108.87,108.87,4,55.56401126749384,0.0
EURJPY,20010103,32300,108.87,108.87,108.87,108.87,4,55.56401126749384,0.0
EURJPY,20010103,32400,108.87,108.87,108.87,108.87,4,55.56401126749384,0.0
EURJPY,20010103,32500,108.87,108.87,108.87,108.87,4,55.56401126749384,0.0
EURJPY,20010103,32600,108.88,108.89,108.86,108.86,4,44.96903999471332,0.0
EURJPY,20010103,32700,108.86,108.86,108.86,108.86,4,44.96903999471332,0.0
EURJPY,20010103,32800,108.87,108.87,108.87,108.87,4,54.934920980582426,0.0
EURJPY,20010103,32900,108.87,108.87,108.87,108.87,4,54.934920980582426,0.0
EURJPY,20010103,33000,108.87,108.88,108.87,108.88,4,62.757006433689234,0.0
EURJPY,20010103,33100,108.92,108.93,108.88,108.88,4,62.757006433689234,0.0
EURJPY,20010103,33200,108.87,108.87,108.87,108.87,4,52.240749563656706,0.0
EURJPY,20010103,33300,108.87,108.87,108.87,108.87,4,52.24074956365671,0.0
EURJPY,20010103,33400,108.87,108.87,108.87,108.87,4,52.24074956365671,0.0
EURJPY,20010103,33500,108.88,108.89,108.88,108.88,4,60.50644257697257,0.0
EURJPY,20010103,33600,108.88,108.88,108.88,108.88,4,60.50644257697256,0.0
EURJPY,20010103,33700,108.88,108.88,108.88,108.88,4,60.50644257697256,0.0
EURJPY,20010103,33900,108.88,108.88,108.87,108.87,4,49.75203138866601,0.0
EURJPY,20010103,34000,108.87,108.87,108.87,108.87,4,49.75203138866601,0.0
EURJPY,20010103,34400,108.86,108.86,108.86,108.86,4,41.249096964148826,0.0
EURJPY,20010103,34500,108.86,108.86,108.86,108.86,4,41.249096964148826,0.0
EURJPY,20010103,34600,108.86,108.87,108.86,108.87,4,50.96780833842281,0.0
EURJPY,20010103,34700,108.87,108.87,108.87,108.87,4,50.96780833842281,0.0
EURJPY,20010103,34800,108.87,108.87,108.87,108.87,4,50.96780833842281,0.0
EURJPY,20010103,34900,108.87,108.87,108.87,108.87,4,50.96780833842281,0.0
EURJPY,20010103,35000,108.87,108.87,108.87,108.87,4,50.96780833842281,0.0
EURJPY,20010103,35100,108.87,108.87,108.87,108.87,4,50.96780833842281,0.0
EURJPY,20010103,35300,108.87,108.87,108.87,108.87,4,50.96780833842281,0.0
EURJPY,20010103,35400,108.87,108.89,108.87,108.89,4,68.4842157105144,0.0
EURJPY,20010103,35500,108.89,108.89,108.89,108.89,4,68.4842157105144,0.0
EURJPY,20010103,35600,108.89,108.89,108.89,108.89,4,68.48421571051442,0.0
EURJPY,20010103,35700,108.89,108.89,108.89,108.89,4,68.48421571051442,0.0
EURJPY,20010103,35800,108.89,108.89,108.89,108.89,4,68.48421571051442,0.0
EURJPY,20010103,35900,108.89,108.91,108.89,108.91,4,79.23139467762263,0.0
EURJPY,20010103,40000,108.91,108.91,108.91,108.91,4,79.23139467762263,0.0
EURJPY,20010103,40100,108.91,108.91,108.91,108.91,4,79.23139467762263,0.0
EURJPY,20010103,40200,108.91,108.91,108.91,108.91,4,79.23139467762263,0.0
EURJPY,20010103,40300,108.91,108.92,108.91,108.92,4,83.10585571977235,0.0
EURJPY,20010103,40400,108.92,108.92,108.92,108.92,4,83.10585571977235,0.0
EURJPY,20010103,40500,108.92,108.92,108.92,108.92,4,83.10585571977235,0.0
EURJPY,20010103,40600,108.93,108.93,108.93,108.93,4,86.29835451289703,0.0
EURJPY,20010103,40700,108.93,108.93,108.92,108.92,4,71.70573893062706,0.0
EURJPY,20010103,40800,108.92,108.92,108.92,108.92,4,71.70573893062706,0.0
EURJPY,20010103,40900,108.93,108.94,108.93,108.94,4,79.67687836170627,0.0
EURJPY,20010103,41000,108.94,108.94,108.94,108.94,4,79.67687836170627,0.0
EURJPY,20010103,41100,108.94,108.94,108.94,108.94,4,79.67687836170627,0.0
EURJPY,20010103,41200,108.94,108.94,108.93,108.93,4,67.75633596545097,-1.0
EURJPY,20010103,41300,108.93,108.93,108.93,108.93,4,67.75633596545097,0.0
EURJPY,20010103,41400,108.93,108.93,108.93,108.93,4,67.75633596545097,0.0
EURJPY,20010103,41500,108.93,108.93,108.93,108.93,4,67.75633596545097,0.0
EURJPY,20010103,41600,108.93,108.93,108.93,108.93,4,67.75633596545097,0.0
EURJPY,20010103,41700,108.93,108.93,108.93,108.93,4,67.75633596545097,0.0
EURJPY,20010103,41800,108.93,108.93,108.9,108.9,4,39.853077395203876,0.0
EURJPY,20010103,41900,108.9,108.9,108.9,108.9,4,39.853077395203876,0.0
EURJPY,20010103,42000,108.9,108.9,108.9,108.9,4,39.853077395203876,0.0
EURJPY,20010103,42100,108.9,108.9,108.9,108.9,4,39.85307739520388,0.0
EURJPY,20010103,42200,108.9,108.9,108.9,108.9,4,39.85307739520388,0.0
EURJPY,20010103,42300,108.9,108.9,108.9,108.9,4,39.85307739520388,0.0
EURJPY,20010103,42400,108.9,108.9,108.9,108.9,4,39.85307739520388,0.0
EURJPY,20010103,42500,108.9,108.9,108.89,108.9,4,39.85307739520388,0.0
EURJPY,20010103,42600,108.91,108.91,108.91,108.91,4,51.8187978984843,0.0
EURJPY,20010103,42700,108.91,108.91,108.91,108.91,4,51.8187978984843,0.0
EURJPY,20010103,42800,108.91,108.91,108.91,108.91,4,51.8187978984843,0.0
EURJPY,20010103,42900,108.91,108.91,108.91,108.91,4,51.81879789848429,0.0
EURJPY,20010103,43000,108.91,108.91,108.91,108.91,4,51.8187978984843,0.0
EURJPY,20010103,43100,108.91,108.91,108.91,108.91,4,51.81879789848429,0.0
EURJPY,20010103,43200,108.91,108.91,108.91,108.91,4,51.8187978984843,0.0
EURJPY,20010103,43300,108.91,108.91,108.91,108.91,4,51.8187978984843,0.0
EURJPY,20010103,43400,108.91,108.91,108.9,108.9,4,38.10437000991983,0.0
EURJPY,20010103,43500,108.89,108.89,108.89,108.89,4,29.652749119374533,0.0
EURJPY,20010103,43600,108.89,108.89,108.89,108.89,4,29.652749119374533,0.0
EURJPY,20010103,43700,108.89,108.89,108.89,108.89,4,29.652749119374533,0.0
EURJPY,20010103,43800,108.89,108.89,108.89,108.89,4,29.652749119374533,0.0
EURJPY,20010103,43900,108.89,108.89,108.89,108.89,4,29.652749119374533,0.0
EURJPY,20010103,44000,108.89,108.89,108.89,108.89,4,29.65274911937452,0.0
EURJPY,20010103,44100,108.9,108.9,108.9,108.9,4,47.73598329617914,1.0
EURJPY,20010103,44200,108.9,108.9,108.9,108.9,4,47.73598329617914,0.0
